_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,does_the_utterance_make_sense,does_the_utterance_make_sense:confidence,how_close_does_the_utterance_convey_the_same_meaning_as_the_scenario,how_close_does_the_utterance_convey_the_same_meaning_as_the_scenario:variance,how_natural_does_the_utterance_sound_in_terms_of_what_a_native_english_speaker_would_say,how_natural_does_the_utterance_sound_in_terms_of_what_a_native_english_speaker_would_say:variance,does_the_utterance_make_sense_gold,flab_bad_content,how_close_does_the_utterance_convey_the_same_meaning_as_the_scenario_gold,how_natural_does_the_utterance_sound_in_terms_of_what_a_native_english_speaker_would_say_gold,scenario,utterance
1778010924,false,finalized,2,6/25/2018 17:14:05,Yes,1.0,7.0,0.0,7.0,0.0,,ACCEPTABLE_CONTENT,,,Your want to know if an apartment allows pet ,i can have a dog and a cat here
1778010925,false,finalized,2,6/25/2018 16:41:48,Yes,1.0,6.0,0.0,7.0,0.0,,ACCEPTABLE_CONTENT,,,Your want to know if an apartment allows pet ,pets are allowed in the apartment
1778010926,false,finalized,2,6/25/2018 17:32:43,Yes,1.0,6.5,0.5,6.5,0.5,,ACCEPTABLE_CONTENT,,,Your want to know if an apartment allows pet ,do you allow animals in the apartment 
1778010927,false,finalized,2,6/25/2018 17:36:33,Yes,1.0,2.0,0.0,6.0,1.0,,ACCEPTABLE_CONTENT,,,Your want to know if an apartment allows pet ,what type of race is allowed in the apartment 
1778010928,false,finalized,2,6/25/2018 16:50:13,Yes,1.0,6.0,1.0,7.0,0.0,,ACCEPTABLE_CONTENT,,,Your want to know if an apartment allows pet ,can the fish stay in the apartment 
1778010929,false,finalized,2,6/25/2018 16:57:38,Yes,1.0,6.5,0.5,6.5,0.5,,ACCEPTABLE_CONTENT,,,Your want to know if an apartment allows pet ,do you allow pets in the building 
1778010930,false,finalized,2,6/25/2018 17:32:41,Yes,1.0,5.0,0.0,4.5,0.5,,ACCEPTABLE_CONTENT,,,Your want to know if an apartment allows pet ,can i have pets in the apartment 
1778010931,false,finalized,2,6/25/2018 17:33:00,Yes,1.0,6.5,0.5,6.5,0.5,,ACCEPTABLE_CONTENT,,,Your want to know if an apartment allows pet ,what kind of pets can i have in the apartment 
1778010932,false,finalized,2,6/25/2018 17:07:14,Yes,1.0,5.5,0.5,6.0,0.0,,ACCEPTABLE_CONTENT,,,Your want to know if an apartment allows pet ,could you tell me whether or not any pets allow
1778010933,false,finalized,2,6/25/2018 17:37:01,Yes,1.0,4.5,2.5,6.0,1.0,,ACCEPTABLE_CONTENT,,,Your want to know if an apartment allows pet ,if so what kind
1778010934,false,finalized,2,6/25/2018 17:05:21,Yes,1.0,2.0,1.0,5.5,0.5,,ACCEPTABLE_CONTENT,,,Your want to know if an apartment allows pet ,any extra fee for having a pet
1778010935,false,finalized,2,6/25/2018 17:17:01,Yes,1.0,7.0,0.0,7.0,0.0,,ACCEPTABLE_CONTENT,,,Your want to know if an apartment allows pet ,to know if an apartment allows pet
1778010936,false,finalized,2,6/25/2018 17:26:39,Yes,1.0,6.0,1.0,4.0,3.0,,ACCEPTABLE_CONTENT,,,Your want to know if an apartment allows pet ,to know if an apartment allows pet
1778010937,false,finalized,2,6/25/2018 16:56:33,Yes,1.0,7.0,0.0,7.0,0.0,,ACCEPTABLE_CONTENT,,,Your want to know if an apartment allows pet ,to know if an apartment allows pet
1778010938,false,finalized,2,6/25/2018 16:58:36,Yes,1.0,6.0,1.0,6.0,1.0,,ACCEPTABLE_CONTENT,,,Your want to know if an apartment allows pet ,does it allow pets 
1778010939,false,finalized,2,6/25/2018 17:14:07,Yes,1.0,5.0,0.0,5.5,0.5,,ACCEPTABLE_CONTENT,,,Your want to know if an apartment allows pet ,are pets allowed 
1778010940,false,finalized,2,6/25/2018 17:12:24,Yes,1.0,5.5,0.5,5.5,0.5,,ACCEPTABLE_CONTENT,,,Your want to know if an apartment allows pet ,can you have a pet 
1778010941,false,finalized,4,6/25/2018 17:51:11,Yes,0.7533,6.0,0.0,6.25,0.433,,ACCEPTABLE_CONTENT,,,Your want to know if an apartment allows pet ,do you accept pets in this apartment 
1778010942,false,finalized,2,6/25/2018 17:38:51,Yes,1.0,4.5,0.5,4.0,1.0,,ACCEPTABLE_CONTENT,,,Your want to know if an apartment allows pet ,can i have a dog in this apartment 
1778010943,false,finalized,2,6/25/2018 17:25:12,Yes,1.0,5.0,0.0,6.0,0.0,,ACCEPTABLE_CONTENT,,,Your want to know if an apartment allows pet ,can i have a cat in this apartment 
1778010944,false,finalized,2,6/25/2018 17:33:47,Yes,1.0,6.0,1.0,6.0,1.0,,ACCEPTABLE_CONTENT,,,Your want to know if an apartment allows pet ,is pets allowed 
1778010945,false,finalized,2,6/25/2018 16:52:50,Yes,1.0,6.0,0.0,6.0,0.0,,ACCEPTABLE_CONTENT,,,Your want to know if an apartment allows pet ,how s the pet policy for the apartment 
1778010946,false,finalized,2,6/25/2018 17:20:57,Yes,1.0,5.5,0.5,5.5,0.5,,ACCEPTABLE_CONTENT,,,Your want to know if an apartment allows pet ,if i move can i have pets 
1778010947,false,finalized,2,6/25/2018 17:24:47,Yes,1.0,6.0,0.0,6.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,i want to know the parking situation of the apartment 
1778010948,false,finalized,2,6/25/2018 16:50:59,Yes,1.0,6.5,0.5,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,can want to know the parking situation of the apartment 
1778010949,false,finalized,2,6/25/2018 17:03:53,Yes,1.0,6.0,1.0,6.0,1.0,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,where want to know the parking situation of the apartment 
1778010950,false,finalized,2,6/25/2018 17:24:34,No,1.0,2.0,1.0,5.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,buenos dias
1778010951,false,finalized,2,6/25/2018 17:15:27,Yes,1.0,4.0,3.0,7.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,buenos dias
1778010952,false,finalized,2,6/25/2018 17:43:15,No,1.0,1.0,0.0,1.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,buenos dias
1778010953,false,finalized,2,6/25/2018 16:59:29,Yes,1.0,6.0,0.0,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,do i have a parking slot 
1778010954,false,finalized,2,6/25/2018 17:22:48,Yes,1.0,5.5,0.5,6.0,1.0,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,how many parking slots are available 
1778010955,false,finalized,2,6/25/2018 17:09:54,Yes,1.0,5.0,0.0,5.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,where can i park my car 
1778010956,false,finalized,2,6/25/2018 17:17:34,Yes,1.0,6.0,0.0,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,is there parking 
1778010957,false,finalized,2,6/25/2018 16:52:55,Yes,1.0,6.5,0.5,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,how big is the parking lot 
1778010958,false,finalized,2,6/25/2018 17:34:59,Yes,1.0,5.5,0.5,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,when do i have places in the parking lot 
1778010959,false,finalized,2,6/25/2018 17:02:09,Yes,1.0,5.0,1.0,5.5,1.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,is there ample parking space 
1778010960,false,finalized,2,6/25/2018 17:31:14,Yes,1.0,5.5,0.5,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,how many parking spots are available 
1778010961,false,finalized,2,6/25/2018 17:24:47,Yes,1.0,6.0,0.0,6.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,where is the parking lot located at 
1778010962,false,finalized,2,6/25/2018 17:17:26,Yes,1.0,5.5,0.5,5.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,you want to know the parking situation of the apartment
1778010963,false,finalized,2,6/25/2018 17:11:14,Yes,1.0,7.0,0.0,7.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,you want to know the parking situation of the apartment
1778010964,false,finalized,2,6/25/2018 16:47:11,Yes,1.0,6.5,0.5,7.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,you want to know the parking situation of the apartment
1778010965,false,finalized,2,6/25/2018 17:31:34,Yes,1.0,5.0,2.0,5.0,2.0,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,you want to know about other fees
1778010966,false,finalized,2,6/25/2018 17:10:04,Yes,1.0,2.0,0.0,5.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,you want to know about other fees
1778010967,false,finalized,2,6/25/2018 17:13:52,Yes,1.0,3.0,1.0,6.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,you want to know about other fees
1778010968,false,finalized,2,6/25/2018 17:37:16,Yes,1.0,6.0,0.0,6.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,you want to know the parking situation of the apartment
1778010969,false,finalized,2,6/25/2018 17:14:13,Yes,1.0,6.0,1.0,6.0,1.0,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,you want to know the parking situation of the apartment
1778010970,false,finalized,2,6/25/2018 17:24:46,Yes,1.0,6.5,0.5,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,you want to know the parking situation of the apartment
1778010971,false,finalized,2,6/25/2018 17:43:43,Yes,1.0,5.0,0.0,5.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,how s the parking situation of the apartment 
1778010972,false,finalized,2,6/25/2018 17:14:55,Yes,1.0,5.5,0.5,5.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,about the apartment how s is the parking situation 
1778010973,false,finalized,2,6/25/2018 16:51:13,Yes,1.0,6.0,0.0,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,can you tell me about the parking situation 
1778010974,false,finalized,2,6/25/2018 17:09:01,Yes,1.0,6.0,1.0,6.0,1.0,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,the location of the parking in the apartment 
1778010975,false,finalized,2,6/25/2018 16:59:12,Yes,1.0,6.5,0.5,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,how are the parking spaces in the apartment 
1778010976,false,finalized,2,6/25/2018 17:26:57,Yes,1.0,6.0,1.0,7.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,availability of parking spaces in the apartment 
1778010977,false,finalized,2,6/25/2018 16:54:42,Yes,1.0,6.5,0.5,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,does the apartment i m buying have parking 
1778010978,false,finalized,2,6/25/2018 17:07:28,Yes,1.0,5.5,0.5,5.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,what are the measurements of the parking area that are relevant to me 
1778010979,false,finalized,2,6/25/2018 16:52:02,Yes,1.0,6.0,1.0,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,is there any site preference in the common parking lot according to the purchase price of the apartment 
1778010980,false,finalized,2,6/25/2018 17:24:12,Yes,1.0,4.5,1.5,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,i want to know the parking situation
1778010981,false,finalized,2,6/25/2018 16:48:33,Yes,1.0,6.0,0.0,7.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,how many spots i have with this apartment
1778010982,false,finalized,2,6/25/2018 17:35:58,Yes,1.0,5.0,0.0,6.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,may i have to pay for the parking slots
1778010983,false,finalized,2,6/25/2018 17:03:57,Yes,1.0,1.5,0.5,5.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,how much credit do i need 
1778010984,false,finalized,2,6/25/2018 16:56:34,Yes,1.0,3.5,0.5,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,how much credit do i need 
1778010985,false,finalized,2,6/25/2018 17:24:12,Yes,1.0,3.5,1.5,6.0,1.0,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,how much credit do i need 
1778010986,false,finalized,2,6/25/2018 17:38:56,Yes,1.0,6.0,0.0,6.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,sir is there enough parking space near aparment 
1778010987,false,finalized,2,6/25/2018 17:12:26,Yes,1.0,5.5,0.5,5.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,what is the parking situation near thins apartment 
1778010988,false,finalized,2,6/25/2018 16:47:55,Yes,1.0,3.0,2.0,6.0,1.0,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,please tell me about parking space is this enough for this apartment residence 
1778010989,false,finalized,2,6/25/2018 17:25:14,Yes,1.0,5.0,1.0,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,is there any parking lots available in this area
1778010990,false,finalized,2,6/25/2018 17:02:38,Yes,1.0,4.5,0.5,6.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,is it safe to park the care infront of the house 
1778010991,false,finalized,2,6/25/2018 16:57:38,Yes,1.0,5.5,0.5,5.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,is the garage lage enough to fit 2 cars 
1778010992,false,finalized,2,6/25/2018 17:38:00,Yes,1.0,4.5,1.5,6.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,does this apartment have parking space 
1778010993,false,finalized,2,6/25/2018 17:13:52,Yes,1.0,4.5,0.5,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,how much is the parking space of this 
1778010994,false,finalized,2,6/25/2018 17:10:38,Yes,1.0,2.0,1.0,5.5,1.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,how are the occupants in this apartment 
1778010995,false,finalized,2,6/25/2018 17:30:08,Yes,1.0,6.5,0.5,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,does this apartment come with a parking space 
1778010996,false,finalized,2,6/25/2018 17:06:40,Yes,1.0,4.0,2.0,6.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,do i get a parking space with this apartment 
1778010997,false,finalized,2,6/25/2018 17:24:08,Yes,1.0,3.0,2.0,6.0,1.0,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,is there a partking space for this apartment 
1778010998,false,finalized,2,6/25/2018 17:15:27,Yes,1.0,6.5,0.5,7.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,will i get a parking space of my own in this apartment
1778010999,false,finalized,2,6/25/2018 17:08:21,Yes,1.0,6.0,0.0,6.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,where will i park my car in this apartment
1778011000,false,finalized,2,6/25/2018 17:07:29,Yes,1.0,6.0,1.0,6.0,1.0,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,is it safe to park here in this apartment
1778011001,false,finalized,2,6/25/2018 17:00:04,Yes,1.0,6.0,1.0,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,is there available parking outside the apartment 
1778011002,false,finalized,2,6/25/2018 17:29:00,Yes,1.0,5.5,0.5,5.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,will i be able to park my car without any problems near the apartment 
1778011003,false,finalized,2,6/25/2018 16:39:09,Yes,1.0,6.0,1.0,7.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,will i have to pay for a parking spot with the apartment 
1778011004,false,finalized,2,6/25/2018 17:08:47,Yes,1.0,3.5,1.5,6.0,1.0,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,capacity for how many vehicles
1778011005,false,finalized,2,6/25/2018 16:55:25,Yes,1.0,5.5,0.5,5.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,the condition of the parking
1778011006,false,finalized,2,6/25/2018 17:26:44,Yes,1.0,3.5,1.5,5.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,it is safe
1778011007,false,finalized,2,6/25/2018 17:40:19,Yes,1.0,3.0,2.0,7.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,the parking lot is close 
1778011008,false,finalized,2,6/25/2018 17:44:13,Yes,1.0,5.5,0.5,5.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,do you have to pay extra for parking 
1778011009,false,finalized,2,6/25/2018 17:20:06,Yes,1.0,4.0,1.0,5.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,how many cars can i park 
1778011010,false,finalized,2,6/25/2018 17:33:25,Yes,1.0,6.5,0.5,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,i want to know the situation of the apartment parking
1778011011,false,finalized,2,6/25/2018 17:04:04,Yes,1.0,5.0,0.0,5.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,what is the parking situation of the apartment
1778011012,false,finalized,2,6/25/2018 17:18:24,Yes,1.0,6.0,1.0,7.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,how is the parking situation of the apartment
1778011013,false,finalized,2,6/25/2018 16:50:01,Yes,1.0,3.5,0.5,5.0,2.0,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,my car is a very expensive and wide truck are there problems 
1778011014,false,finalized,2,6/25/2018 17:18:23,Yes,1.0,3.5,1.5,5.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,is the condo paid for maintenance 
1778011015,false,finalized,2,6/25/2018 17:00:04,Yes,1.0,5.5,0.5,5.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,how much is the security of the parking
1778011016,false,finalized,2,6/25/2018 17:10:36,Yes,1.0,5.5,0.5,5.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,how is parking handled 
1778011017,false,finalized,2,6/25/2018 16:49:42,Yes,1.0,6.0,0.0,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,how do you handle parking situation 
1778011018,false,finalized,2,6/25/2018 17:08:43,Yes,1.0,3.5,1.5,5.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,what is the situation with parking 
1778011019,false,finalized,2,6/25/2018 17:37:33,Yes,1.0,5.0,0.0,5.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,what is the parking situation 
1778011020,false,finalized,2,6/25/2018 17:33:50,Yes,1.0,7.0,0.0,7.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,what is the parking of an apartment in order 
1778011021,false,finalized,2,6/25/2018 17:24:47,Yes,1.0,4.0,1.0,3.5,2.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,is parking the apartment important 
1778011022,false,finalized,2,6/25/2018 17:09:01,Yes,1.0,5.0,1.0,5.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,does the department have private parking 
1778011023,false,finalized,2,6/25/2018 16:49:49,Yes,1.0,5.5,0.5,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,how many vehicles can i park in the apartment parking lot 
1778011024,false,finalized,2,6/25/2018 17:02:38,Yes,1.0,3.0,2.0,6.0,1.0,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,is there a time to store in the parking lot 
1778011025,false,finalized,2,6/25/2018 16:42:37,Yes,1.0,6.5,0.5,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,how many parking positions correspond to that apartment 
1778011026,false,finalized,2,6/25/2018 17:07:21,Yes,1.0,6.0,0.0,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,will i have problems parking my three cars 
1778011027,false,finalized,2,6/25/2018 17:13:08,Yes,1.0,5.0,1.0,6.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,how many parking spaces per apartment 
1778011028,false,finalized,2,6/25/2018 17:18:06,Yes,1.0,6.0,1.0,6.0,1.0,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,what is it like parking at the apartment
1778011029,false,finalized,2,6/25/2018 16:57:31,Yes,1.0,5.0,0.0,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,do residents find it easy to park at nights
1778011030,false,finalized,2,6/25/2018 16:38:30,Yes,1.0,5.0,0.0,6.0,1.0,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,tell me how parking was at the apartment last weekend
1778011031,false,finalized,2,6/25/2018 16:57:41,Yes,1.0,5.0,1.0,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment, what are the parking regulations of cars 
1778011032,false,finalized,2,6/25/2018 17:07:28,Yes,1.0,6.5,0.5,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment, what are the parking times for cars 
1778011033,false,finalized,2,6/25/2018 16:57:15,Yes,1.0,5.0,0.0,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment, you can request more car parking places per apartment 
1778011034,false,finalized,2,6/25/2018 17:09:49,Yes,1.0,1.5,0.5,6.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,can i keep my dog here 
1778011035,false,finalized,2,6/25/2018 16:42:25,Yes,1.0,4.0,2.0,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,you are looking for a home under 500k
1778011036,false,finalized,2,6/25/2018 17:36:56,Yes,1.0,1.0,0.0,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,you are asking how much the rent is 
1778011037,false,finalized,2,6/25/2018 17:37:21,Yes,1.0,5.5,0.5,6.0,1.0,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,do u have parking for customers in your apartment 
1778011038,false,finalized,2,6/25/2018 17:04:05,Yes,1.0,6.0,0.0,7.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,is apartment come with parking space 
1778011039,false,finalized,2,6/25/2018 17:24:47,Yes,1.0,6.0,1.0,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,for how long can i use parking spot that comes with apartment 
1778011040,false,finalized,2,6/25/2018 16:45:34,Yes,1.0,6.0,1.0,7.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,does the apartment include parking 
1778011041,false,finalized,2,6/25/2018 16:38:22,Yes,1.0,5.5,0.5,7.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,i have to pay for parking 
1778011042,false,finalized,2,6/25/2018 16:58:58,Yes,1.0,5.5,0.5,5.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,the parking has security 
1778011043,false,finalized,2,6/25/2018 17:32:46,Yes,1.0,4.0,1.0,6.0,1.0,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,is there a car park in the apartment 
1778011044,false,finalized,2,6/25/2018 17:13:08,Yes,1.0,6.5,0.5,7.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,where is the parking lot 
1778011045,false,finalized,2,6/25/2018 17:03:04,Yes,1.0,4.5,0.5,5.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,is parking safe 
1778011046,false,finalized,2,6/25/2018 17:26:25,Yes,1.0,6.0,1.0,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,i want to know the parking situation of the apartment
1778011047,false,finalized,2,6/25/2018 17:08:22,Yes,1.0,6.0,0.0,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,can i park my car 
1778011048,false,finalized,2,6/25/2018 17:38:53,Yes,1.0,6.0,0.0,5.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,is there a parking 
1778011049,false,finalized,2,6/25/2018 17:05:27,Yes,1.0,6.0,0.0,6.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,how wide is the parking 
1778011050,false,finalized,2,6/25/2018 17:39:06,Yes,1.0,4.5,1.5,6.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,how many cars can fit 
1778011051,false,finalized,2,6/25/2018 17:19:50,Yes,1.0,5.0,0.0,5.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,it is safe 
1778011052,false,finalized,2,6/25/2018 16:57:52,Yes,1.0,5.5,0.5,5.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,have space for 3 car 
1778011053,false,finalized,2,6/25/2018 17:06:49,Yes,1.0,6.5,0.5,7.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,i can park my car for a month 
1778011054,false,finalized,2,6/25/2018 16:42:37,Yes,1.0,3.0,2.0,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,i have to pay a tax 
1778011055,false,finalized,2,6/25/2018 16:54:19,Yes,1.0,2.5,1.5,5.5,1.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,are you prepared to spend approximately the next 30 minutes answering a high quality questionnaire acknowledging that you may not be eligible to participate in the questionnaire due to certain exclusion criteria
1778011056,false,finalized,2,6/25/2018 17:12:58,Yes,1.0,3.5,1.5,5.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,are you prepared to spend approximately the next 30 minutes answering a high quality questionnaire acknowledging that you may not be eligible to participate in the questionnaire due to certain exclusion criteria
1778011057,false,finalized,2,6/25/2018 17:08:22,Yes,1.0,4.0,2.0,4.5,2.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,are you prepared to spend approximately the next 30 minutes answering a high quality questionnaire acknowledging that you may not be eligible to participate in the questionnaire due to certain exclusion criteria
1778011058,false,finalized,2,6/25/2018 16:53:10,No,1.0,1.0,0.0,4.0,3.0,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,con cuantos espacios para estacionar cuenta cada apartamento
1778011059,false,finalized,2,6/25/2018 17:32:40,Yes,1.0,6.0,1.0,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,tengo un espacio para estacionar exclusivo para mi
1778011060,false,finalized,2,6/25/2018 17:13:00,No,1.0,5.5,0.5,5.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,tiene vigilancia el estacionamiento
1778011061,false,finalized,2,6/25/2018 17:24:12,Yes,1.0,5.0,0.0,6.0,1.0,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,the apartment has parking 
1778011062,false,finalized,2,6/25/2018 17:01:06,Yes,1.0,5.5,0.5,5.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,the parking of the apartment as it is 
1778011063,false,finalized,2,6/25/2018 17:16:39,Yes,1.0,6.0,1.0,6.0,1.0,,ACCEPTABLE_CONTENT,,,You want to know the parking situation of the apartment,what is the parking situation 
